
    -----Entities-----
    ```csv
    "id",	"entity",	"type",	"description",	"rank"
0,	"TABLE 1",	"GEO",	"Table 1 in the paper provides the number of positive and negative examples and their ratios for different data-imbalanced NLP tasks.",	1
1,	"NEGATIVE EXAMPLES",	"CONCEPT",	"Negative examples are discussed in the paper as significantly outnumbering positive ones, causing a severe data imbalance issue.",	0
2,	"POSITIVE EXAMPLES",	"CONCEPT",	"Positive examples are discussed in the context of data imbalance, where they are significantly outnumbered by negative examples.",	0
3,	"IMAGE_1",	"ORI_IMG",	"The image is a table labeled 'Table 1: Number of positive and negative examples and their ratios for different data-imbalanced NLP tasks.' The table is structured with four main columns: Task, # neg, # pos, and ratio. Each row represents a different NLP task and contains the following values: \n- For CoNLL03 NER, the number of negative examples (# neg) is 170K, the number of positive examples (# pos) is 34K, and the ratio is 4.98. \n- For OntoNotes5.0 NER, the number of negative examples (# neg) is 1.96M, the number of positive examples (# pos) is 239K, and the ratio is 8.18. \n- For SQuAD 1.1 (Rajpurkar et al., 2016), the number of negative examples (# neg) is 10.3M, the number of positive examples (# pos) is 175K, and the ratio is 55.9. \n- For SQuAD 2.0 (Rajpurkar et al., 2018), the number of negative examples (# neg) is 15.4M, the number of positive examples (# pos) is 188K, and the ratio is 82.0. \n- For QUOREF (Dasigi et al., 2019), the number of negative examples (# neg) is 6.52M, the number of positive examples (# pos) is 38.6K, and the ratio is 169. \nThe table highlights the significant data imbalance in these NLP tasks, with the number of negative examples far exceeding the number of positive examples.",	6
4,	"DATA IMBALANCE",	"CONCEPT",	"Data imbalance is a central issue in the paper, referring to the problem of negative examples significantly outnumbering positive ones in NLP tasks.",	0
5,	"QUOREF",	"EVENT",	"Quoref is a QA dataset that tests the coreferential reasoning capability of reading comprehension systems."<SEP>"Quoref is a dataset used for machine reading comprehension tasks."<SEP>"Quoref is a dataset used in the task of question answering, mentioned in the context of evaluating model performance.",	4
6,	"+POSITIVE & NEGATIVE",	"EVENT",	"The performance metric of the BERT model after adding both positive and negative examples to the training dataset. Positive and negative augmentation refers to the process of augmenting the original training data with additional positive and negative examples while maintaining the same data distribution.",	5
7,	"-NEGATIVE",	"EVENT",	"The performance metric of the BERT model after removing negative examples from the training dataset. Negative downsampling is the process of reducing the number of negative examples to balance the training set.",	5
8,	"ENGLISH QUOREF",	"GEO",	"QuoRef MRC is an English dataset used for experiments to test the effect of hyperparameters in Tversky Index. The table contains performance metrics for the English QuoRef dataset.",	3
9,	"+POSITIVE",	"EVENT",	"The performance metric of the BERT model after adding positive examples to the training dataset. Positive augmentation refers to the process of creating a balanced dataset by adding positive examples to the original set.",	6
    ```
    -----Relationships-----
    ```csv
    "id",	"source",	"target",	"description",	"weight",	"rank"
9,	"IMAGE_5",	"ORI_IMG",	"The image is a table labeled 'English CoNLL 2003' that provides performance metrics for various models on the named entity recognition (NER) task. The table is structured with four main columns: Model, Precision (Prec.), Recall (Rec.), and F1 score. Each row represents a different model and its corresponding performance metrics. The models listed are ELMo (Peters et al., 2018), CVT (Clark et al., 2018), BERT-Tagger (Devlin et al., 2018), BERT-MRC (Li et al., 2019), BERT-MRC+FL, BERT-MRC+DL, and BERT-MRC+DSC. The precision, recall, and F1 scores are provided for each model. Notably, BERT-MRC+DSC achieves the highest F1 score of 93.33, which is an improvement of +0.29 over BERT-MRC. The table highlights the superior performance of the DSC loss in enhancing the F1 score compared to other losses.",	9
    ```
    -----Relationships-----
    ```csv
    "id",	"source",	"target",	"description",	"weight",	"rank"
0,	"BERT+CE",	"IMAGE_8",	"BERT是从image_8中提取的实体。",	10.0,	31
1,	"BERT+DL",	"IMAGE_8",	"BERT+DL是从image_8中提取的实体。",	10.0,	26
2,	"BERT+DSC",	"IMAGE_8",	"BERT+DSC是从image_8中提取的实体。",	10.0,	26
3,	"BERT+FL",	"IMAGE_8",	"BERT+FL是从image_8中提取的实体。",	10.0,	25
4,	"BERT-TAGGER (DEVLIN ET AL., 2018)",	"IMAGE_4",	"BERT-Tagger是从image_4中提取的实体。",	10.0,	18
5,	"ENGLISH CONLL 2003",	"IMAGE_5",	"English CoNLL 2003是从image_5中提取的实体。",	10.0,	17
6,	"IMAGE_8",	"XLNet",	"XLNet是从image_8中提取的实体。",	10.0,	17
7,	"BERT-MRC+DSC",	"IMAGE_5",	"BERT-MRC+DSC是从image_5中提取的实体。",	10.0,	16
8,	"ENGLISH WSJ",	"IMAGE_4",	"English WSJ是从image_4中提取的实体。",	10.0,	15
9,	"English Tweets Dataset",	"IMAGE_4",	"English Tweets是从image_4中提取的实体。",	10.0,	15
10,	"BERT-TAGGER (DEVLIN ET AL., 2018)",	"ENGLISH WSJ",	"The BERT-Tagger model was evaluated on the English WSJ dataset.",	8.0,	15
11,	"BERT-TAGGER+FL",	"IMAGE_4",	"BERT-Tagger+FL是从image_4中提取的实体。",	10.0,	14
12,	"IMAGE_8",	"XLNET+DSC",	"XLNet+DSC是从image_8中提取的实体。",	10.0,	13
13,	"IMAGE_8",	"XLNET+DL",	"XLNet+DL是从image_8中提取的实体。",	10.0,	13
14,	"IMAGE_8",	"XLNET+FL",	"XLNet+FL是从image_8中提取的实体。",	10.0,	13
15,	"IMAGE_8",	"MRC TASK",	"IMAGE_8" is the image of "MRC TASK".",	10.0,	13
16,	"BERT-MRC+FL",	"IMAGE_5",	"BERT-MRC+FL是从image_5中提取的实体。",	10.0,	13
17,	"BERT-MRC+DL",	"IMAGE_5",	"BERT-MRC+DL是从image_5中提取的实体。",	10.0,	13
18,	"BERT-TAGGER+DL",	"IMAGE_4",	"BERT-Tagger+DL是从image_4中提取的实体。",	10.0,	13
19,	"BERT-TAGGER+DSC",	"IMAGE_4",	"BERT-Tagger+DSC是从image_4中提取的实体。",	10.0,	12
20,	"IMAGE_8",	"QANET",	"QANet是从image_8中提取的实体。",	10.0,	12
21,	"ELMO(PETERS ET AL., 2018)",	"IMAGE_5",	"ELMo(Peters et al., 2018)是从image_5中提取的实体。",	10.0,	11
22,	"CVT(CLARK ET AL., 2018)",	"IMAGE_5",	"CVT(Clark et al., 2018)是从image_5中提取的实体。",	10.0,	11
23,	"BERT-MRC(LI ET AL., 2019)",	"IMAGE_5",	"BERT-MRC(Li et al., 2019)是从image_5中提取的实体。",	10.0,	11
24,	"FASTTEXT+CNN+CRF",	"IMAGE_4",	"FastText+CNN+CRF是从image_4中提取的实体。",	10.0,	11
25,	"IMAGE_5",	"TABLE 5",	"IMAGE_5" is the image of "TABLE 5".",	10.0,	11
26,	"BERT-TAGGER (Devlin et al., 2018)",	"IMAGE_5",	"BERT-Tagger(Devlin et al., 2018)是从image_5中提取的实体。",	10.0,	11
27,	"IMAGE_4",	"META BILSTM",	"Meta BiLSTM是从image_4中提取的实体。",	10.0,	11
28,	"BERT-TAGGER+FL",	"ENGLISH WSJ",	"The BERT-Tagger+FL model was evaluated on the English WSJ dataset.",	8.0,	11
29,	"BERT-MRC (LI ET AL., 2019)",	"IMAGE_6",	"BERT-MRC (Li et al., 2019)是从image_6中提取的实体。",	10.0,	10
30,	"CVT (CLARK ET AL., 2018)",	"IMAGE_6",	"CVT (Clark et al., 2018)是从image_6中提取的实体。",	10.0,	10
31,	"IMAGE_4",	"TABLE 4",	"IMAGE_4" is the image of "TABLE 4".",	10.0,	10
32,	"BERT-TAGGER+DL",	"ENGLISH WSJ",	"The BERT-Tagger+DL model was evaluated on the English WSJ dataset.",	8.0,	10
33,	"ELMO(PETERS ET AL., 2018)",	"ENGLISH CONLL 2003",	"ELMo was evaluated in the English CoNLL 2003 event.",	8.0,	10
34,	"CVT (CLARK ET AL., 2018)",	"ENGLISH ONTONOTES 5.0",	"The CVT model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	9
35,	"BERT-MRC (LI ET AL., 2019)",	"ENGLISH ONTONOTES 5.0",	"The BERT-MRC model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	9
36,	"BERT-TAGGER+DSC",	"ENGLISH WSJ",	"The BERT-Tagger+DSC model was evaluated on the English WSJ dataset.",	8.0,	9
37,	"ENGLISH WSJ",	"META BILSTM",	"The Meta BiLSTM model was evaluated on the English WSJ dataset.",	8.0,	8
38,	"EQ.5",	"F1 SCORE",	"Eq.5 is a soft form of the F1 score, using a continuous probability p instead of a binary indicator function.",	7.0,	3
39,	"F1 SCORE",	"F1",	"The F1 score is used to measure the performance of models, and Eq.5 is a soft form of F1 using a continuous probability p.",	6.0,	3
    ```
    -----Sources-----
    ```csv
    "id",	"content"
0,	"results for Chinese POS datasets including CTB5, CTB6 and UD1.4.  

  
Table 4: Experimental results for English POS datasets.  

In Table 2, we summarize all the aforementioned losses. Figure 1 gives an explanation from the perspective in derivative: The derivative of DSC approaches zero right after $p$ exceeds 0.5, which suggests the model attends less to examples once they are correctly classified. But for the other losses, the derivatives reach 0 only if the probability is exactly 1, which means they will push $p$ to 1 as much as possible.  

# 4 Experiments  

We evaluated the proposed method on four NLP tasks, part-of-speech tagging, named entity recognition, machine reading comprehension and paraphrase identification. Hyperparameters are tuned on the corresponding development set of each dataset. More experiment details including datasets and hyperparameters are shown in supplementary material.  

# 4.1 Part-of-Speech Tagging  

Settings Part-of-speech tagging (POS) is the task of assigning a part-of-speech label (e.g., noun, verb, adjective) to each word in a given text. In this paper, we choose BERT (Devlin et al., 2018) as the backbone and conduct experiments on three widely used Chinese POS datasets including Chinese Treebank (Xue et al., 2005) $5.0/6.0$ and UD1.4 and English datasets including Wall Street Journal (WSJ) and the dataset proposed by Ritter et al. (2011). We report the span-level micro-averaged precision, recall and F1 for evaluation.  

# Baselines We used the following baselines:  

Joint-POS: Shao et al. (2017) jointly learns Chinese word segmentation and POS. Lattice-LSTM: Zhang and Yang (2018) constructs a word-character lattice network. Bert-Tagger: Devlin et al. (2018) treats partof-speech as a tagging task.  

Results Table 3 presents the experimental results on Chinese datasets. As can be seen, the proposed DSC loss outperforms the best baseline results by a large margin, i.e., outperforming BERT-tagger by $+1.86$ in terms of F1 score on CTB5, $+1.80$ on CTB6 and $+2.19$ on UD1.4. As far as we know, we are achieving SOTA performances on the three datasets. Focal loss only obtains a little performance improvement on CTB5 and CTB6, and the dice loss obtains huge gain on CTB5 but not on CTB6, which indicates the three losses are not consistently robust in solving the data imbalance issue.  

Table 4 presents the experimental results for English datasets.  

  

  

  
Table 5: Experimental results for NER task.  

# 4.2 Named Entity Recognition  

Settings Named entity recognition (NER) is the task of detecting the span and semantic category of entities within a chunk of text. Our implementation uses the current state-of-the-art model proposed by Li et al. (2019) as the backbone, and changes the MLE loss to DSC loss. Datasets that we use include OntoNotes4.0 (Pradhan et al., 2011), MSRA (Levow, 2006), CoNLL2003 (Sang and Meulder, 2003) and OntoNotes5.0 (Pradhan et al., 2013). We report span-level micro-averaged precision, recall and F1.  

Baselines We use the following baselines:  

ELMo: a tagging model with pretraining from Peters et al. (2018).   
Lattice-LSTM: Zhang and Yang (2018) constructs a word-character lattice, only used in Chinese datasets.   
CVT: Clark et al. (2018) uses Cross-View Training(CVT) to improve the representations of a Bi-LSTM encoder.   
Bert-Tagger: Devlin et al. (2018) treats NER as a tagging task.   
Glyce-BERT: Wu et al. (2019) combines Chinese glyph information with BERT pretraining.   
BERT-MRC: Li et al. (2019) formulates NER as a machine reading comprehension task and achieves SOTA results on Chinese and English NER benchmarks.  

Results Table 5 shows experimental results on NER datasets. DSC outperforms BERT-MRC(Li et al., 2019) by $+0.29$ ,$+0.96$ ,$+0.97$ and $+2.36$ respectively on CoNLL2003, OntoNotes5.0, MSRA and OntoNotes4.0. As far as we are concerned, we are setting new SOTA performances on all of the four NER datasets.  

# 4.3 Machine Reading Comprehension  

Settings The task of machine reading comprehension (MRC) (Seo et al., 2016; Wang et al., 2016; Wang and Jiang, 2016; Wang et al., 2016; Shen et al., 2017; Chen et al., 2017) predicts the answer span in the passage given a question and the passage. We followed the standard protocols in Seo et al. (2016), in which the start and end indexes of answer are predicted. We report Extract Match (EM) as well as F1 score on validation set. We use three datasets on this task: SQuAD v1.1, SQuAD v2.0 (Rajpurkar et al., 2016, 2018) and Quoref (Dasigi et al., 2019)."
1,	"i})=\frac{2p_{i1}y_{i1}+\gamma}{p_{i1}+y_{i1}+\gamma}
$$  

As can be seen, negative examples whose DSC is $\frac{\gamma}{p_{i1}\!+\!\gamma}$ , also contribute to the training. Additionally, Milletari et al. (2016) proposed to change the denominator to the square form for faster convergence, which leads to the following dice loss (DL):  

$$
\mathrm{DL}=\frac{1}{N}\sum_{i}\left[1-\frac{2p_{i1}y_{i1}+\gamma}{p_{i1}^{2}+y_{i1}^{2}+\gamma}\right]
$$  

Another version of DL is to directly compute setlevel dice coefficient instead of the sum of individual dice coefficient, which is easier for optimization:  

$$
\mathrm{DL}=1-\frac{2\sum_{i}p_{i1}y_{i1}+\gamma}{\sum_{i}p_{i1}^{2}+\sum_{i}y_{i1}^{2}+\gamma}
$$  

Tversky index (TI), which can be thought as the approximation of the $F_{\beta}$ score, extends dice coeffi- cient to a more general case. Given two sets $A$ and $B$ , tversky index is computed as follows:  

$$
\mathrm{TI}=\frac{|A\cap B|}{|A\cap B|+\alpha|A\backslash B|+\beta|B\backslash A|}
$$  

Tversky index offers the flexibility in controlling the tradeoff between false-negatives and falsepositives. It degenerates to DSC if $\alpha=\beta=0.5$ The Tversky loss (TL) is thus given as follows:  

$$
\mathrm{TL}=\frac{1}{N}\sum_{i}\left[1-\frac{p_{i1}y_{i1}+\gamma}{p_{i1}y_{i1}+\alpha\,p_{i1}y_{i0}+\beta\,p_{i0}y_{i1}+\gamma}\right]
$$  

# 3.4 Self-adjusting Dice Loss  

Consider a simple case where the dataset consists of only one example $x_{i}$ , which is classified as positive as long as $p_{i1}$ is larger than 0.5. The computation of $F1$ score is actually as follows:  

$$
\mathrm{F}1(x_{i})=2\;{\frac{\mathbb{I}(p_{i1}>0.5)y_{i1}}{\mathbb{I}(p_{i1}>0.5)+y_{i1}}}
$$  

  
Figure 1: An illustration of derivatives of the four losses. The derivative of DSC approaches zero right after $p$ exceeds 0.5, and for the other losses, the derivatives reach 0 only if the probability is exactly 1, which means they will push $p$ to 1 as much as possible.  

Comparing Eq.5 with Eq.11, we can see that Eq.5 is actually a soft form of $F1$ , using a continuous $p$ rather than the binary $\mathbb{I}(p_{i1}>0.5)$ . This gap isn’t a big issue for balanced datasets, but is extremely detrimental if a big proportion of training examples are easy-negative ones: easy-negative examples can easily dominate training since their probabilities can be pushed to 0 fairly easily. Meanwhile, the model can hardly distinguish between hardnegative examples and positive ones, which has a huge negative effect on the final F1 performance.  

To address this issue, we propose to multiply the soft probability $p$ with a decaying factor $(1-p)$ changing Eq.11 to the following adaptive variant of DSC:  

$$
\operatorname{DSC}(x_{i})={\frac{2(1-p_{i1})p_{i1}\cdot y_{i1}+\gamma}{(1-p_{i1})p_{i1}+y_{i1}+\gamma}}
$$  

One can think $(1-p_{i1})$ as a weight associated with each example, which changes as training proceeds. The intuition of changing $p_{i1}$ to $(1-p_{i1})p_{i1}$ is to push down the weight of easy examples. For easy examples whose probability are approaching 0 or 1, $(1-p_{i1})p_{i1}$ makes the model attach significantly less focus to them.  

A close look at Eq.12 reveals that it actually mimics the idea of focal loss (FL for short) (Lin et al., 2017) for object detection in vision. Focal loss was proposed for one-stage object detector to handle foreground-background tradeoff encountered during training. It down-weights the loss assigned to well-classified examples by adding a $(1-p)^{\gamma}$ factor, leading the final loss to be $-(1-p)^{\gamma}\log p$ .  

  
Table 3: Experimental results for Chinese POS datasets including CTB5, CTB6 and UD1.4.  

  
Table 4: Experimental results for English POS datasets.  

In Table 2, we summarize all the aforementioned losses. Figure 1 gives an explanation from the perspective in derivative: The derivative of DSC approaches zero right after $p$ exceeds 0.5, which suggests the model attends less to examples once they are correctly classified. But for the other losses, the derivatives reach 0 only"
2,	"0.05\,\mathrm{F}1\right)$ ) over DL. In contrast, it significantly outperforms DL for +negative dataset. This is in line with our expectation since DSC helps more on more imbalanced datasets. The performance of FL and DL are not consistent across different datasets, while DSC consistently performs the best on all datasets.  

# 5.2 Dice loss for accuracy-oriented tasks?  

We argue that the cross-entropy objective is actually accuracy-oriented, whereas the proposed losses perform as a soft version of F1 score. To Table 9: The effect of DL and DSC on sentiment classification tasks. BERT $\mathrm{\bf\Sigma+}\mathrm{\bfCE}$ refers to fine-tuning BERT and setting cross-entropy as the training objective.  

explore the effect of the dice loss on accuracyoriented tasks such as text classification, we conduct experiments on the Stanford Sentiment Treebank (SST) datasets including SST-2 and SST-5. We fine-tuned $\mathsf{B E R T_{L a r g e}}$ with different training objectives. Experimental results for SST are shown in Table 9. For SST-5, BERT with CE achieves 55.57 in terms of accuracy, while DL and DSC perform slightly worse (54.63 and 55.19, respectively). Similar phenomenon is observed for SST-2. These results verify that the proposed dice loss is not accuracy-oriented, and should not be used for accuracy-oriented tasks.  

# 5.3 Hyper-parameters in Tversky Index  

As mentioned in Section 3.3, Tversky index (TI) offers the flexibility in controlling the tradeoff between false-negatives and false-positives. In this subsection, we explore the effect of hyperparameters (i.e., $\alpha$ and $\beta$ ) in TI to test how they manipulate the tradeoff. We conduct experiments on the Chinese OntoNotes4.0 NER dataset and English QuoRef MRC dataset. Experimental results are shown in Table 10. The highest F1 on Chinese OntoNotes4.0 is 84.67 when $\alpha$ is set to 0.6 while for QuoRef, the highest F1 is 68.44 when $\alpha$ is set to 0.4. In addition, we can observe that the performance varies a lot as $\alpha$ changes in distinct datasets, which shows that the hyperparameters $\alpha,\beta$ acturally play an important role in TI.  

# 6 Conclusion  

In this paper, we propose the dice-based loss to narrow down the gap between training objective and evaluation metrics (F1 score). Experimental results show that the proposed loss function help Table 10: The effect of hyperparameters in Tversky Index. We set $\beta=1-\alpha$ and thus we only list $\alpha$ here.  

  

to achieve significant performance boost without changing model architectures.  

# Acknowledgement  

We thank all anonymous reviewers, as well as Qinghong Han, Wei Wu and Jiawei Wu for their comments and suggestions. The work is supported by the National Natural Science Foundation of China (NSFC No. 61625107 and 61751209).  

# References  

Bernd Bohnet, Ryan T. McDonald, Gon¸calo Simo˜es, Daniel Andor, Emily Pitler, and Joshua Maynez. 2018. Morphosyntactic tagging with a meta-bilstm model over context sensitive token encodings. In Proceedings of the 56th Annual Meeting of the Association for Computational Linguistics, ACL 2018, Melbourne, Australia, July 15-20, 2018, Volume 1: Long Papers, pages 2642–2652.  

Haw-Shiuan Chang, Erik G. Learned-Miller, and Andrew McCallum. 2017. Active bias: Training more accurate neural networks by emphasizing high variance samples. In NIPS.  

N. V. Chawla, K. W. Bowyer, Lawrence O. Hall, and W. P. Kegelmeyer. 2002. Smote: Synthetic minority over-sampling technique. J. Artif. Intell. Res., 16:321– 357.  

Danqi Chen, Adam Fisch, Jason Weston, and Antoine Bordes. 2017. Reading wikipedia to answer opendomain questions. arXiv preprint arXiv:1704.00051.  

Kean Chen, Jianguo Li, Weiyao Lin, John See, Ji Wang, Lingyu Duan, Zhibo Chen, Changwei He, and Junni Zou. 2019. Towards accurate one-stage object detection with ap-loss. In IEEE Conference on Computer Vision and Pattern Recognition, CVPR 2019, Long Beach, CA, USA, June 16-20, 2019, pages 5119–5127.  

Shijuan Chen, Haibo He, and Edwardo A. Garcia. 2010. Ramoboost: Ranked minority oversampling in boosting. IEEE Transactions on Neural Networks, 21:1624– 1642.  

Kevin Clark, Minh-Thang Luong, Christopher D. Manning, and Quoc V. Le. 2018. Semi-supervised sequence modeling with cross-view training. In Proceedings of the 2018 Conference on Empirical Methods in Natural Language Procfessing, Brussels, Belgium, October 31 - November 4, 2018, pages 1914–1925.  

Pradeep Dasigi, Nelson F Liu, Ana Marasovic, Noah A Smith, and Matt Gardner. 2019. Quoref: A reading comprehension dataset with questions requiring coreferential reasoning. arXiv preprint arXiv"
